     -666.666         310       1
        -1       -0.15192       -0.10851        0.21702         4.3471      0.0014649         0.0000     5.4894e+07     3.4413e+07        -666.67
        -1         0.0000         0.0000         0.0000         4.1705      0.0049018         0.0000     5.6376e+07     3.5166e+07        -666.67
        -1      -0.043405        0.10851       -0.19532         2.9281       0.026196         0.0000     6.8525e+07     4.3287e+07        -666.67
        -1       0.043405       -0.10851       -0.26043         4.2041      0.0037672         0.0000     5.5887e+07     3.4926e+07        -666.67
        -1       0.021702        0.19532      -0.021702         3.0032       0.023883         0.0000     6.7303e+07     4.2458e+07        -666.67
        -1        0.47745       -0.28213       -0.19532         3.0743       0.021633         0.0000     6.5974e+07     4.1574e+07        -666.67
        -1       -0.43405       -0.10851       -0.56426         3.1894       0.020904         0.0000     6.5502e+07     4.1201e+07        -666.67
        -1       0.065107       -0.34724       0.065107         2.4833       0.034440         0.0000     7.4906e+07     4.7750e+07        -666.67
        -1        0.36894       0.021702       -0.34724         3.5711       0.014749         0.0000     6.1659e+07     3.8590e+07        -666.67
        -1        0.45575       -0.52086        0.32554         1.5078       0.045586         0.0000     8.6917e+07     5.7091e+07        -666.67
        -1       0.065107      -0.086809       -0.45575         3.5948       0.014484         0.0000     6.1505e+07     3.8483e+07        -666.67
        -1       -0.21702       -0.30383      -0.021702         3.7734       0.011884         0.0000     6.0053e+07     3.7499e+07        -666.67
        -1       -0.21702        0.36894         1.0634         4.3970     0.00082794         0.0000     5.4628e+07     3.4271e+07        -666.67
        -1         0.0000       -0.43405       -0.80299         4.3499      0.0014540         0.0000     5.4889e+07     3.4410e+07        -666.67
        -1       -0.82469       -0.34724       -0.41235         2.9428       0.025377         0.0000     6.8025e+07     4.2960e+07        -666.67
        -1        0.69448        0.19532       0.065107         3.3524       0.018808         0.0000     6.4081e+07     4.0213e+07        -666.67
        -1        0.21702       0.086809        0.47745         2.9695       0.024053         0.0000     6.7372e+07     4.2527e+07        -666.67
        -1        0.21702       0.021702       -0.36894         2.9767       0.025088         0.0000     6.8088e+07     4.2973e+07        -666.67
        -1       -0.32554       -0.23873       -0.58596         4.3015      0.0021677         0.0000     5.5189e+07     3.4568e+07        -666.67
        -1        0.56426         0.0000      -0.021702         4.1081      0.0062583         0.0000     5.6970e+07     3.5526e+07        -666.67
        -1       -0.21702       -0.52086       -0.34724         3.0460       0.022462         0.0000     6.6418e+07     4.1871e+07        -666.67
        -1        0.67277        0.58596       -0.21702         4.2929      0.0024253         0.0000     5.5297e+07     3.4622e+07        -666.67
        -1         1.0417        0.67277        0.34724         4.1582      0.0054264         0.0000     5.6571e+07     3.5279e+07        -666.67
        -1       -0.45575       -0.41235        0.71618         3.9159      0.0094686         0.0000     5.8815e+07     3.6675e+07        -666.67
        -1        0.86809      -0.065107      -0.086809         2.4915       0.033573         0.0000     7.4330e+07     4.7374e+07        -666.67
        -1        0.56426        0.26043      -0.065107         4.2784      0.0029111         0.0000     5.5430e+07     3.4676e+07        -666.67
        -1         1.3238       -0.10851       -0.26043         4.3442      0.0015689         0.0000     5.4936e+07     3.4434e+07        -666.67
        -1        0.54256        0.32554       -0.23873         2.6613       0.030173         0.0000     7.1681e+07     4.5518e+07        -666.67
        -1        0.10851        -1.3672       -0.45575         2.4277       0.037673         0.0000     7.7255e+07     4.9311e+07        -666.67
        -1       -0.54256       -0.75958        -1.0851         2.5760       0.031950         0.0000     7.3140e+07     4.6529e+07        -666.67
        -1        0.21702       -0.62937       -0.97661         4.3015      0.0021399         0.0000     5.5174e+07     3.4560e+07        -666.67
        -1        0.49915      -0.086809       -0.88980         4.1889      0.0040793         0.0000     5.6015e+07     3.4989e+07        -666.67
        -1        0.32554       -0.23873        0.84639         3.0649       0.023372         0.0000     6.7061e+07     4.2259e+07        -666.67
        -1       -0.43405       -0.34724       -0.26043         4.1675      0.0054072         0.0000     5.6546e+07     3.5261e+07        -666.67
        -1        0.78129       0.043405        0.15192         1.5906       0.043317         0.0000     8.4512e+07     5.5324e+07        -666.67
        -1        0.43405       -0.60767        0.82469         2.3113       0.037485         0.0000     7.7907e+07     4.9866e+07        -666.67
        -1        0.75958        0.32554        0.71618         3.6608       0.013252         0.0000     6.0834e+07     3.8035e+07        -666.67
        -1       -0.78129        0.41235        0.71618         4.2987      0.0023411         0.0000     5.5266e+07     3.4606e+07        -666.67
        -1       -0.62937        0.45575       -0.45575         3.6799       0.013464         0.0000     6.0998e+07     3.8127e+07        -666.67
        -1         1.2804      -0.043405      -0.086809         3.8528       0.010110         0.0000     5.9193e+07     3.6933e+07        -666.67
        -1        -1.0417       0.065107       -0.69448         3.5948       0.014943         0.0000     6.1701e+07     3.8603e+07        -666.67
        -1         1.2804       -0.60767       -0.80299         3.5551       0.012299         0.0000     6.0220e+07     3.7710e+07        -666.67
        -1        0.65107        0.84639        0.43405         4.3442      0.0016766         0.0000     5.4967e+07     3.4446e+07        -666.67
        -1       -0.19532        -1.4107       -0.32554         4.4561     0.00018013         0.0000     5.4390e+07     3.4146e+07        -666.67
        -1       -0.32554        0.73788       -0.17362         4.2312      0.0036632         0.0000     5.5854e+07     3.4903e+07        -666.67
        -1       -0.88980        0.21702        -1.1936         4.1767      0.0047735         0.0000     5.6254e+07     3.5093e+07        -666.67
        -1       -0.19532        0.32554        -1.0417         4.4187     0.00050955         0.0000     5.4512e+07     3.4213e+07        -666.67
        -1        0.13021        -1.1502       -0.17362         2.8414       0.028225         0.0000     7.0063e+07     4.4331e+07        -666.67
        -1       -0.23873       0.043405       -0.17362         4.0074      0.0079035         0.0000     5.7991e+07     3.6161e+07        -666.67
        -1       -0.62937       -0.13021        -1.0200         3.5109       0.016038         0.0000     6.2395e+07     3.9077e+07        -666.67
        -1        0.95490        -1.1068        0.47745        0.41560       0.046565         0.0000     9.4526e+07     6.7776e+07        -666.67
        -1        0.19532       -0.17362        -1.0634         4.2341      0.0036634         0.0000     5.5854e+07     3.4902e+07        -666.67
        -1         0.0000        0.99831        0.78129         1.0345       0.040874         0.0000     8.4016e+07     5.6565e+07        -666.67
        -1      -0.065107         1.0200       -0.32554         4.1458      0.0063621         0.0000     5.6994e+07     3.5524e+07        -666.67
        -1       -0.80299         1.0634       0.043405         4.1736      0.0058751         0.0000     5.6795e+07     3.5402e+07        -666.67
        -1       -0.69448        -1.1936       -0.41235         3.4700       0.012544         0.0000     6.0294e+07     3.7801e+07        -666.67
        -1        0.10851        -1.0200        -1.3021         3.6299       0.014461         0.0000     6.1421e+07     3.8412e+07        -666.67
        -1        0.19532       -0.65107       -0.28213         3.7844       0.010659         0.0000     5.9544e+07     3.7182e+07        -666.67
        -1        -1.0200       -0.36894       -0.30383         3.7439       0.012294         0.0000     6.0364e+07     3.7705e+07        -666.67
        -1       -0.19532       -0.71618       -0.52086         4.1144      0.0070901         0.0000     5.7324e+07     3.5723e+07        -666.67
        -1        0.58596        -1.4541        0.32554         4.2871      0.0024085         0.0000     5.5277e+07     3.4612e+07        -666.67
        -1        0.91150       -0.21702       -0.47745         4.1767      0.0046878         0.0000     5.6269e+07     3.5109e+07        -666.67
        -1        -1.2587         1.2370       -0.26043         4.4798         0.0000         0.0000     5.4329e+07     3.4339e+07        -666.67
